"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"D","278-A3","6","0800","HI","09","C022","02","","","2","0800","","F","Diagnosis Code"
"D","278-A3","6","0800","HI","09","C022","03","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","09","C022","03","","","2","0800","","F","Date Time Period Format Qualifier"
"D","278-A3","6","0800","HI","09","C022","04","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","09","C022","04","","","2","0800","","F","Diagnosis Date"
"C","278-A3","6","0800","HI","10","","","","","2","0800","5053","B","Diagnosis 10"
"C","278-A3","6","0800","HI","10","","","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","10","C022","01","","","2","0800","","F","Diagnosis Type Code"
"E","278-A3","6","0800","HI","10","C022","01","1270","LOI","2","0800","5473","","See Section 2.5 for information on using LOINC to request additional information."
"D","278-A3","6","0800","HI","10","C022","02","","","2","0800","","F","Diagnosis Code"
"D","278-A3","6","0800","HI","10","C022","03","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","10","C022","03","","","2","0800","","F","Date Time Period Format Qualifier"
"D","278-A3","6","0800","HI","10","C022","04","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","10","C022","04","","","2","0800","","F","Diagnosis Date"
"C","278-A3","6","0800","HI","11","","","","","2","0800","5054","B","Diagnosis 11"
"C","278-A3","6","0800","HI","11","","","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","11","C022","01","","","2","0800","","F","Diagnosis Type Code"
"D","278-A3","6","0800","HI","11","C022","02","","","2","0800","","F","Diagnosis Code"
"D","278-A3","6","0800","HI","11","C022","03","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","11","C022","03","","","2","0800","","F","Date Time Period Format Qualifier"
"D","278-A3","6","0800","HI","11","C022","04","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","11","C022","04","","","2","0800","","F","Diagnosis Date"
"C","278-A3","6","0800","HI","12","","","","","2","0800","5055","B","Diagnosis 12"
"C","278-A3","6","0800","HI","12","","","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","12","C022","01","","","2","0800","","F","Diagnosis Type Code"
"D","278-A3","6","0800","HI","12","C022","02","","","2","0800","","F","Diagnosis Code"
"D","278-A3","6","0800","HI","12","C022","03","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","12","C022","03","","","2","0800","","F","Date Time Period Format Qualifier"
"D","278-A3","6","0800","HI","12","C022","04","","","2","0800","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","6","0800","HI","12","C022","04","","","2","0800","","F","Diagnosis Date"
"B","278-A3","6","0900","","","","","","","2","0900","5291","E","HSD*VS*1*DA*1*7*10~ (This indicates ""1 visit every (per) 1 day (daily) for 10 days"".)"
"B","278-A3","6","0900","","","","","","","2","0900","5292","E","HSD*VS*1*DA****W~ (This indicates ""1 visit per day whenever necessary"".)"
"B","278-A3","6","0900","","","","","","","2","0900","5360","","Required when the UMO authorizes services that have a specific pattern of delivery for the patient event. If not required by this implementation guide, do not send."
"B","278-A3","6","0900","","","","","","","2","0900","5474","","Report authorized delivery patterns for specific services in the Service Level (Loop 2000F)."
"B","278-A3","6","0900","","","","","","","2","0900","5219","","An explanation of the uses of this segment follows.<R>
HSD01 qualifies HSD02: If the value in HSD02=1 and the value in HSD01=VS (Visits), this means ""one visit"".
Between HSD02 and HSD03 verbally insert a ""per every"".
HSD03 qualifies HSD04: If the value in HSD04=3 and the value in HSD03=DA (Day), this means ""three days"". Between HSD04 and HSD05 verbally insert a ""for"". HSD05 qualifies HSD06: If the value in HSD06=21 and the value in HSD05=7 (Days), this means ""21 days"".
The total message reads:
HSD*VS*1*DA*3*7*21~ = ""One visit per every three days for 21 days"".<R>
Another similar data string of HSD*VS*2*DA*4*7*20~ = ""Two visits per every four days for 20 days"".<R>
An alternate way to use HSD is to employ HSD07 and/or HSD08. A data string of HSD*VS*1*****SX*D~ means ""1 visit on Wednesday and Thursday morning""."
"B","278-A3","6","0900","","","","","","","2","0900","","A","Health Care Services Delivery"
"C","278-A3","6","0900","HSD","01","","","","","2","0900","5495","D","Required when the pattern of delivery has quantity of services authorized. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","01","","","","","2","0900","","F","Quantity Qualifier"
"C","278-A3","6","0900","HSD","02","","","","","2","0900","5495","D","Required when the pattern of delivery has quantity of services authorized. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","02","","","","","2","0900","","F","Service Unit Count"
"C","278-A3","6","0900","HSD","03","","","","","2","0900","5409","D","Required when HSD04 is valued to qualify the time frame in which the quantity of services (HSD02) will be rendered. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","03","","","","","2","0900","","F","Unit or Basis for Measurement Code"
"C","278-A3","6","0900","HSD","04","","","","","2","0900","5456","D","Required when the UMO authorizes patient events which must be rendered within a specific timeframe. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","04","","","","","2","0900","","F","Sample Selection Modulus"
"C","278-A3","6","0900","HSD","05","","","","","2","0900","5456","D","Required when the UMO authorizes patient events which must be rendered within a specific timeframe. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","05","","","","","2","0900","","F","Time Period Qualifier"
"C","278-A3","6","0900","HSD","06","","","","","2","0900","5456","D","Required when the UMO authorizes patient events which must be rendered within a specific timeframe. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","06","","","","","2","0900","","F","Period Count"
"C","278-A3","6","0900","HSD","07","","","","","2","0900","5457","D","Required when the UMO authorizes a specific calendar delivery pattern for the patient event. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","07","","","","","2","0900","","F","Delivery Frequency Code"
"C","278-A3","6","0900","HSD","08","","","","","2","0900","5458","D","Required when the UMO authorizes a specific time delivery pattern for the services in this patient event. If not required by this implementation guide, do not send."
"C","278-A3","6","0900","HSD","08","","","","","2","0900","","F","Delivery Pattern Time Code"
"B","278-A3","6","1100","","","","","","","2","1100","4964","E","CL1*3~"
"B","278-A3","6","1100","","","","","","","2","1100","5028","A","Institutional Claim Code"
"B","278-A3","6","1100","","","","","","","2","1100","5388","","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"C","278-A3","6","1100","CL1","01","","","","","2","1100","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"C","278-A3","6","1100","CL1","01","","","","","2","1100","","F","Admission Type Code"
"C","278-A3","6","1100","CL1","02","","","","","2","1100","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"C","278-A3","6","1100","CL1","02","","","","","2","1100","","F","Admission Source Code"
"C","278-A3","6","1100","CL1","03","","","","","2","1100","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
