"A","278-A1","","","","","","","","","","","4256","","It is required that separate transaction sets be used for different patients."
"B","278-A1","6","1015","","","","","","","2","1000","4808","E","CRC*11*Y*25~"
"B","278-A1","6","1015","","","","","","","2","1000","4809","","Required when health care services review is requesting oxygen therapy certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1015","CRC","01","","","","","2","1000","4335","B","Condition Code Category"
"C","278-A1","6","1015","CRC","01","","","","","2","1000","","F","Code Category"
"C","278-A1","6","1015","CRC","02","","","","","2","1000","","F","Certification Condition Indicator"
"C","278-A1","6","1015","CRC","03","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1015","CRC","04","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1015","CRC","04","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1015","CRC","04","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1015","CRC","05","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1015","CRC","05","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1015","CRC","05","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1015","CRC","06","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1015","CRC","06","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1015","CRC","06","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1015","CRC","07","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1015","CRC","07","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1015","CRC","07","","","","","2","1000","","F","Condition Code"
"B","278-A1","6","1020","","","","","","","2","1000","4810","A","Functional Limitations Information"
"B","278-A1","6","1020","","","","","","","2","1000","4811","E","CRC*75*Y*02~"
"B","278-A1","6","1020","","","","","","","2","1000","4812","","Required when the assessing provider has defined function limitation for the patient. If not required by this implementation guide, do not send."
"C","278-A1","6","1020","CRC","01","","","","","2","1000","4335","B","Condition Code Category"
"C","278-A1","6","1020","CRC","01","","","","","2","1000","","F","Code Category"
"C","278-A1","6","1020","CRC","02","","","","","2","1000","","F","Certification Condition Indicator"
"C","278-A1","6","1020","CRC","03","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1020","CRC","04","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1020","CRC","04","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1020","CRC","04","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1020","CRC","05","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1020","CRC","05","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1020","CRC","05","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1020","CRC","06","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1020","CRC","06","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1020","CRC","06","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1020","CRC","07","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1020","CRC","07","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1020","CRC","07","","","","","2","1000","","F","Condition Code"
"B","278-A1","6","1025","","","","","","","2","1000","4813","A","Activities Permitted Information"
"B","278-A1","6","1025","","","","","","","2","1000","4814","E","CRC*76*Y*10~"
"B","278-A1","6","1025","","","","","","","2","1000","4815","","Required when the assessing provider has defined activities permitted for the patient. If not required by this implementation guide, do not send."
"C","278-A1","6","1025","CRC","01","","","","","2","1000","4335","B","Condition Code Category"
"C","278-A1","6","1025","CRC","01","","","","","2","1000","","F","Code Category"
"C","278-A1","6","1025","CRC","02","","","","","2","1000","","F","Certification Condition Indicator"
"C","278-A1","6","1025","CRC","03","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1025","CRC","04","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1025","CRC","04","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1025","CRC","04","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1025","CRC","05","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1025","CRC","05","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1025","CRC","05","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1025","CRC","06","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1025","CRC","06","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1025","CRC","06","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1025","CRC","07","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1025","CRC","07","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1025","CRC","07","","","","","2","1000","","F","Condition Code"
"B","278-A1","6","1030","","","","","","","2","1000","4816","A","Mental Status Information"
"B","278-A1","6","1030","","","","","","","2","1000","4817","E","CRC*77*Y*07~"
"B","278-A1","6","1030","","","","","","","2","1000","4818","","Required when the patient mental status is relevant to the health care services review. If not required by this implementation guide, do not send."
"C","278-A1","6","1030","CRC","01","","","","","2","1000","4335","B","Condition Code Category"
"C","278-A1","6","1030","CRC","01","","","","","2","1000","","F","Code Category"
"C","278-A1","6","1030","CRC","02","","","","","2","1000","","F","Certification Condition Indicator"
"C","278-A1","6","1030","CRC","03","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1030","CRC","04","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1030","CRC","04","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1030","CRC","04","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1030","CRC","05","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1030","CRC","05","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1030","CRC","05","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1030","CRC","06","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1030","CRC","06","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1030","CRC","06","","","","","2","1000","","F","Condition Code"
"C","278-A1","6","1030","CRC","07","","","","","2","1000","4389","D","Required when multiple conditions apply to the certification. If not required by this implementation guide, do not send."
"C","278-A1","6","1030","CRC","07","","","","","2","1000","4645","","Use codes listed in CRC03."
"C","278-A1","6","1030","CRC","07","","","","","2","1000","","F","Condition Code"
"B","278-A1","6","1100","","","","","","","2","1100","4285","E","CL1*3**1~"
"B","278-A1","6","1100","","","","","","","2","1100","4337","A","Institutional Claim Code"
"B","278-A1","6","1100","","","","","","","2","1100","4754","","Required when requesting certification for admission (UM01 = AR) to a facility. If not required by this implementation guide, do not send."
"C","278-A1","6","1100","CL1","01","","","","","2","1100","4440","D","Required when requesting admission to a hospital for inpatient services. If not required by this implementation guide, do not send."
"C","278-A1","6","1100","CL1","01","","","","","2","1100","","F","Admission Type Code"
"C","278-A1","6","1100","CL1","02","","","","","2","1100","4441","D","Required when certification requires information on the admission source that is not provided in the Requester Loop 2000B. If not required by this implementation guide, do not send."
"C","278-A1","6","1100","CL1","02","","","","","2","1100","","F","Admission Source Code"
"C","278-A1","6","1100","CL1","03","","","","","2","1100","4819","D","Required when health care services review is for inpatient services. If not required by this implementation guide, do not send."
"C","278-A1","6","1100","CL1","03","","","","","2","1100","","F","Patient Status Code"
"C","278-A1","6","1100","CL1","04","","","","","2","1100","4442","D","Required when certification involves a nursing home resident. If not required by this implementation guide, do not send."
