"A","278-B1","","","","","","","","","","","3091","","It is required that separate transaction sets be used for different patients."
"B","278-B1","5","1800","","","","","","","2","1800","3225","","Use the Subscriber Supplemental Identifier (REF) segment in Loop 2010C for supplemental identifiers related to the subscriber's policy or group number."
"B","278-B1","5","1800","","","","","","","2","1800","3273","","If the information source values this segment with the Patient Account Number (REF01=""EJ"") on the notification, the notification receiver must return the same value in this segment on the acknowledgment response if one is returned."
"C","278-B1","5","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-B1","5","1800","REF","01","","","128","EJ","2","1800","3755","","The maximum number of characters to be supported for this qualifier is `20'. Characters beyond the maximum are not required to be stored nor returned by any receiving system."
"E","278-B1","5","1800","REF","01","","","128","SY","2","1800","3222","","The social security number may not be used for Medicare."
"C","278-B1","5","1800","REF","02","","","","","2","1800","","F","Dependent Supplemental Identifier"
"B","278-B1","5","2000","","","","","","","2","2000","3354","E","N3*PO Box 171021~"
"B","278-B1","5","2000","","","","","","","2","2000","3361","A","Dependent Address"
"B","278-B1","5","2000","","","","","","","2","2000","3362","","Required when the current address of the patient is used to determine the appropriate location or network of service. If not required by this implementation guide, do not send."
"C","278-B1","5","2000","N3","01","","","","","2","2000","3363","","Use this element for the first line of the Dependent address."
"C","278-B1","5","2000","N3","01","","","","","2","2000","","F","Dependent Address Line"
"C","278-B1","5","2000","N3","02","","","","","2","2000","3192","D","Required when a second address line exists. If not required by this implementation guide, do not send."
"C","278-B1","5","2000","N3","02","","","","","2","2000","","F","Dependent Address Line"
"B","278-B1","5","2100","","","","","","","2","2100","3691","E","N4*KANSAS CITY*MO*64108~"
"B","278-B1","5","2100","","","","","","","2","2100","3776","A","Dependent City, State, ZIP Code"
"B","278-B1","5","2100","","","","","","","2","2100","3777","","Required when the current address of the patient is used to determine the appropriate location or network of service. If not required by this implementation guide, do not send."
"C","278-B1","5","2100","N4","01","","","","","2","2100","","F","Dependent City Name"
"C","278-B1","5","2100","N4","02","","","","","2","2100","3692","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-B1","5","2100","N4","02","","","","","2","2100","","F","Dependent State Code"
"C","278-B1","5","2100","N4","03","","","","","2","2100","3693","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-B1","5","2100","N4","03","","","","","2","2100","","F","Dependent Postal Zone or ZIP Code"
"C","278-B1","5","2100","N4","04","","","","","2","2100","3202","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-B1","5","2100","N4","04","","","","","2","2100","3694","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-B1","5","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-B1","5","2100","N4","07","","","","","2","2100","3695","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-B1","5","2100","N4","07","","","","","2","2100","3696","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-B1","5","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-B1","5","2500","","","","","","","2","2500","3108","E","DMG*D8*19580322*M~"
"B","278-B1","5","2500","","","","","","","2","2500","3144","A","Dependent Demographic Information"
"B","278-B1","5","2500","","","","","","","2","2500","3226","","Required when birth date is needed to identify the patient or when gender information was used to render a medical decision. If not required by this implementation guide, do not send."
"C","278-B1","5","2500","DMG","01","","","","","2","2500","","F","Date Time Period Format Qualifier"
"C","278-B1","5","2500","DMG","02","","","","","2","2500","3120","B","Dependent Birth Date"
"C","278-B1","5","2500","DMG","02","","","","","2","2500","","F","Dependent Birth Date"
"C","278-B1","5","2500","DMG","03","","","","","2","2500","3422","D","Required when gender (DMG03) was used to determine medical necessity. If not required by this implementation guide, do not send."
"C","278-B1","5","2500","DMG","03","","","","","2","2500","","F","Dependent Gender Code"
"B","278-B1","5","2600","","","","","","","2","2600","3109","E","INS*N*19~"
"B","278-B1","5","2600","","","","","","","2","2600","3145","A","Dependent Relationship"
"B","278-B1","5","2600","","","","","","","2","2600","3364","","Required when patient relationship to insured or birth sequence was used to determine the appropriate benefit/level of care. If not required by this implementation guide, do not send."
"B","278-B1","5","2600","","","","","","","2","2600","3365","","This segment may be used to further identify the patient. Examples include identifying a patient in a multiple birth or differentiating dependents with the same name."
"C","278-B1","5","2600","INS","01","","","","","2","2600","3146","B","Insured Indicator"
"C","278-B1","5","2600","INS","01","","","","","2","2600","","F","Insured Indicator"
"C","278-B1","5","2600","INS","02","","","","","2","2600","3187","B","Relationship to Insured Code"
"C","278-B1","5","2600","INS","02","","","","","2","2600","","F","Individual Relationship Code"
"C","278-B1","5","2600","INS","17","","","","","2","2600","3366","D","Required when the dependent is a child from a multiple birth. If not required by this implementation guide, do not send."
"C","278-B1","5","2600","INS","17","","","","","2","2600","","F","Birth Sequence Number"
"B","278-B1","6","0100","","","","","","","2","0100","3110","E","HL*5*4*EV*1~"
"B","278-B1","6","0100","","","","","","","2","0100","3227","","Loop 2000E identifies information about the patient event and includes specific person, group practice, facility, or specialty entity providing services."
"B","278-B1","6","0100","","","","","","","2","0100","3438","A","Patient Event Level"
"B","278-B1","6","0100","","","","","","","2","0100","3618","","Patient event information identified at the 2000E loop applies to all subsequent 2000F service loops. Values entered at a specific 2000F service loop override 2000E patient event information for that 2000F service loop only."
"C","278-B1","6","0100","HL","01","","","","","2","0100","","F","Hierarchical ID Number"
"C","278-B1","6","0100","HL","02","","","","","2","0100","","F","Hierarchical Parent ID Number"
"C","278-B1","6","0100","HL","03","","","","","2","0100","","F","Hierarchical Level Code"
"C","278-B1","6","0100","HL","04","","","","","2","0100","","F","Hierarchical Child Code"
"B","278-B1","6","0200","","","","","","","2","0200","3320","A","Patient Event Tracking Number"
"B","278-B1","6","0200","","","","","","","2","0200","3439","E","TRN*1*2001042801*9012345678*CARDIOLOGY~"
"B","278-B1","6","0200","","","","","","","2","0200","3619","","Required when the information source needs to assign a unique trace number at the patient event level. If not required by this implementation guide, may be provided at the sender's discretion, but cannot be required by the receiver."
